recency,frequency,monetary,R_score,F_score,M_score,RFM,Segment
3,10,2234.73,5,5,5,555,Champions
284,1,79.2,1,2,1,121,Others
17,3,1352.0,4,4,4,444,Others
82,2,217.16,2,3,1,231,Others
56,5,2806.9,3,4,5,345,Others
101,2,1317.62,2,3,4,234,Others
299,1,436.18,1,2,2,122,Others
23,5,981.51,4,4,4,444,Others
59,5,1121.39,3,4,4,344,Others
155,2,315.06,2,3,2,232,Others
115,3,817.86,2,4,3,243,Others
107,1,17.0,2,2,1,221,Others
12,4,1078.23,5,4,4,544,Recent
264,1,320.62,1,2,2,122,Others
240,1,185.04999999999998,1,2,1,121,Others
88,7,2005.63,2,5,4,254,Others
50,3,731.9,3,4,3,343,Others
71,1,1290.7,3,2,4,324,Others
42,3,1842.14,3,4,4,344,Others
7,6,1429.64,5,5,4,554,Loyal
62,1,302.36,3,2,2,322,Others
249,1,336.96,1,2,2,122,Others
66,1,108.38,3,2,1,321,Others
18,7,3204.1600000000003,4,5,5,455,Big Spenders
85,1,842.5,2,2,3,223,Others
219,2,611.88,1,3,3,133,Others
45,3,1337.48,3,4,4,344,Others
143,4,195.73999999999998,2,4,1,241,Others
183,1,161.38,1,2,1,121,Others
171,1,135.75000000000003,2,2,1,221,Others
10,8,1667.97,5,5,4,554,Loyal
212,1,612.78,1,2,3,123,Others
190,1,232.21,1,2,1,121,Others
8,2,423.36,5,3,2,532,Recent
59,4,1309.14,3,4,4,344,Others
57,2,867.11,3,3,3,333,Others
73,4,684.4200000000001,2,4,3,243,Others
52,1,307.78,3,2,2,322,Others
317,1,249.0,1,2,1,121,Others
367,1,289.35,1,2,2,122,Others
29,4,6287.77,4,4,5,445,Others
39,1,656.25,3,2,3,323,Others
18,5,1880.22,4,4,4,444,Others
52,6,3506.54,3,5,5,355,Big Spenders
4,33,14589.04,5,5,5,555,Champions
22,2,618.09,4,3,3,433,Others
263,1,517.55,1,2,3,123,Others
60,3,709.38,3,4,3,343,Others
19,3,635.41,4,4,3,443,Others
66,2,725.18,3,3,3,333,Others
88,1,620.4,2,2,3,223,Others
250,1,535.34,1,2,3,123,Others
3,6,2424.94,5,5,5,555,Champions
247,1,175.2,1,2,1,121,Others
9,11,3799.4900000000002,5,5,5,555,Champions
157,3,734.13,2,4,3,243,Others
134,1,375.0,2,2,2,222,Others
296,1,76.32000000000001,1,2,1,121,Others
5,2,280.52,5,3,2,532,Recent
43,5,2053.02,3,4,4,344,Others
269,1,1829.04,1,2,4,124,Others
50,5,1824.23,3,4,4,344,Others
9,9,3122.04,5,5,5,555,Champions
16,3,656.69,4,4,3,443,Others
282,1,348.2,1,2,2,122,Others
65,2,1025.44,3,3,4,334,Others
2,19,5575.56,5,5,5,555,Champions
252,1,37.4,1,2,1,121,Others
232,2,856.6,1,3,3,133,Others
17,3,822.48,4,4,3,443,Others
11,27,3787.6,5,5,5,555,Champions
8,4,1822.97,5,4,4,544,Recent
51,6,1885.05,3,5,4,354,Others
59,1,73.2,3,2,1,321,Others
95,5,1140.21,2,4,4,244,Others
16,6,1418.32,4,5,4,454,Others
126,3,1009.5500000000001,2,4,4,244,Others
94,4,1037.59,2,4,4,244,Others
50,1,331.95,3,2,2,322,Others
138,1,197.9,2,2,1,221,Others
61,1,215.83,3,2,1,321,Others
100,8,10254.18,2,5,5,255,Big Spenders
73,1,305.54,2,2,2,222,Others
72,4,6617.65,3,4,5,345,Others
67,1,338.71000000000004,3,2,2,322,Others
64,6,1158.79,3,5,4,354,Others
17,2,529.41,4,3,3,433,Others
23,12,4006.94,4,5,5,455,Big Spenders
32,15,6911.4400000000005,4,5,5,455,Big Spenders
45,4,981.86,3,4,4,344,Others
16,2,215.48,4,3,1,431,Others
40,1,215.08,3,2,1,321,Others
3,13,5180.52,5,5,5,555,Champions
237,1,314.45,1,2,2,122,Others
75,1,400.68100000000004,2,2,2,222,Others
4,2,1080.6200000000001,5,3,4,534,Recent
3,4,1863.47,5,4,4,544,Recent
361,1,365.27,1,2,2,122,Others
59,4,592.9,3,4,3,343,Others
23,1,405.71,4,2,2,422,Others
31,4,761.38,4,4,3,443,Others
55,4,537.0600000000001,3,4,3,343,Others
25,1,394.38,4,2,2,422,Others
45,2,664.26,3,3,3,333,Others
89,5,2262.62,2,4,5,245,Others
2,18,21086.3,5,5,5,555,Champions
89,1,547.02,2,2,3,223,Others
19,2,690.34,4,3,3,433,Others
79,1,159.0,2,2,1,221,Others
171,3,1062.75,2,4,4,244,Others
81,1,242.35,2,2,1,221,Others
267,1,914.9300000000001,1,2,3,123,Others
235,2,304.25,1,3,2,132,Others
30,7,3084.68,4,5,5,455,Big Spenders
37,3,864.86,3,4,3,343,Others
318,1,846.72,1,2,3,123,Others
57,4,1295.3,3,4,4,344,Others
45,5,1096.32,3,4,4,344,Others
203,3,255.12,1,4,2,142,Others
225,1,314.22,1,2,2,122,Others
87,2,1010.6,2,3,4,234,Others
190,2,542.03,1,3,3,133,Others
44,4,990.88,3,4,4,344,Others
71,3,536.6800000000001,3,4,3,343,Others
41,5,867.31,3,4,3,343,Others
78,1,432.2,2,2,2,222,Others
57,2,414.2,3,3,2,332,Others
24,2,3718.8,4,3,5,435,Others
10,13,2607.87,5,5,5,555,Champions
8,7,3603.21,5,5,5,555,Champions
34,2,409.1,3,3,2,332,Others
212,2,1522.75,1,3,4,134,Others
24,3,1413.66,4,4,4,444,Others
170,1,114.56,2,2,1,221,Others
62,1,152.94,3,2,1,321,Others
53,5,1800.07,3,4,4,344,Others
261,2,389.44,1,3,2,132,Others
67,2,3683.86,3,3,5,335,Others
17,8,2619.91,4,5,5,455,Big Spenders
267,1,752.4300000000001,1,2,3,123,Others
177,1,46.95,2,2,1,221,Others
45,5,5203.51,3,4,5,345,Others
51,1,1035.45,3,2,4,324,Others
17,4,746.83,4,4,3,443,Others
9,9,5447.0,5,5,5,555,Champions
74,7,861.89,2,5,3,253,Others
71,2,667.65,3,3,3,333,Others
353,1,1141.24,1,2,4,124,Others
3,5,1429.24,5,4,4,544,Recent
117,1,411.7,2,2,2,222,Others
373,1,357.95,1,2,2,122,Others
197,1,559.87,1,2,3,123,Others
177,1,810.6000000000001,2,2,3,223,Others
100,1,566.38,2,2,3,223,Others
21,3,1509.58,4,4,4,444,Others
72,1,2062.06,3,2,5,325,Others
340,1,168.3,1,2,1,121,Others
6,5,1570.81,5,4,4,544,Recent
31,2,823.97,4,3,3,433,Others
170,1,142.5,2,2,1,221,Others
122,1,302.25,2,2,2,222,Others
22,10,2248.9900000000002,4,5,5,455,Big Spenders
10,4,1328.55,5,4,4,544,Recent
269,1,301.9,1,2,2,122,Others
23,3,598.2,4,4,3,443,Others
127,1,233.22,2,2,1,221,Others
26,3,5360.63,4,4,5,445,Others
139,1,361.21999999999997,2,2,2,222,Others
214,6,632.27,1,5,3,153,Others
38,4,2560.0,3,4,5,345,Others
106,2,706.57,2,3,3,233,Others
18,2,616.26,4,3,3,433,Others
3,2,274.15000000000003,5,3,2,532,Recent
331,1,226.37,1,2,1,121,Others
64,8,2938.91,3,5,5,355,Big Spenders
120,3,1341.65,2,4,4,244,Others
35,1,328.15,3,2,2,322,Others
218,1,404.40000000000003,1,2,2,122,Others
172,2,1038.46,2,3,4,234,Others
72,5,373.65000000000003,3,4,2,342,Others
1,2,326.75,5,3,2,532,Recent
196,1,207.50000000000003,1,2,1,121,Others
128,3,428.68,2,4,2,242,Others
47,3,594.24,3,4,3,343,Others
6,14,3110.96,5,5,5,555,Champions
14,6,3844.22,4,5,5,455,Big Spenders
18,3,251.91,4,4,2,442,Others
28,7,1593.2,4,5,4,454,Others
8,22,26626.8,5,5,5,555,Champions
37,1,151.05,3,2,1,321,Others
157,1,214.79999999999998,2,2,1,221,Others
284,1,109.95,1,2,1,121,Others
107,1,549.07,2,2,3,223,Others
25,4,1971.87,4,4,4,444,Others
75,4,322.41,2,4,2,242,Others
16,2,370.47999999999996,4,3,2,432,Others
158,1,101.10000000000001,2,2,1,221,Others
44,1,575.41,3,2,3,323,Others
11,2,887.65,5,3,3,533,Recent
32,7,1469.45,4,5,4,454,Others
291,1,53.5,1,2,1,121,Others
21,4,1116.47,4,4,4,444,Others
333,1,153.9,1,2,1,121,Others
18,2,494.44,4,3,3,433,Others
4,23,6675.71,5,5,5,555,Champions
63,2,395.8,3,3,2,332,Others
198,3,211.77,1,4,1,141,Others
33,3,658.88,4,4,3,443,Others
1,4,2027.5,5,4,4,544,Recent
7,9,1750.92,5,5,4,554,Loyal
5,6,3512.53,5,5,5,555,Champions
10,4,896.66,5,4,3,543,Recent
32,5,734.77,4,4,3,443,Others
53,1,109.36000000000001,3,2,1,321,Others
12,2,707.04,5,3,3,533,Recent
18,9,1540.42,4,5,4,454,Others
19,1,327.3,4,2,2,422,Others
37,2,804.49,3,3,3,333,Others
2,2,497.43,5,3,3,533,Recent
18,3,1553.66,4,4,4,444,Others
82,4,1320.56,2,4,4,244,Others
33,2,367.93,4,3,2,432,Others
66,2,473.03000000000003,3,3,2,332,Others
9,2,987.01,5,3,4,534,Recent
267,1,676.2,1,2,3,123,Others
247,3,362.95,1,4,2,142,Others
4,4,2157.4,5,4,5,545,Recent
61,1,1780.59,3,2,4,324,Others
75,2,668.36,2,3,3,233,Others
90,2,584.5,2,3,3,233,Others
60,3,555.89,3,4,3,343,Others
29,2,317.2,4,3,2,432,Others
323,1,94.36,1,2,1,121,Others
53,4,1382.07,3,4,4,344,Others
270,1,221.19,1,2,1,121,Others
2,13,3046.21,5,5,5,555,Champions
57,5,1555.34,3,4,4,344,Others
61,5,1486.9,3,4,4,344,Others
154,2,1705.8,2,3,4,234,Others
19,2,408.57,4,3,2,432,Others
95,1,303.93,2,2,2,222,Others
1,12,4098.32,5,5,5,555,Champions
265,2,299.6,1,3,2,132,Others
312,1,177.5,1,2,1,121,Others
70,1,443.05,3,2,2,322,Others
302,2,167.25,1,3,1,131,Others
19,1,163.07,4,2,1,421,Others
13,10,2126.93,5,5,5,555,Champions
36,5,2028.88,3,4,4,344,Others
19,2,214.65,4,3,1,431,Others
54,1,151.83,3,2,1,321,Others
57,1,262.2,3,2,2,322,Others
22,2,126.25,4,3,1,431,Others
44,1,210.35,3,2,1,321,Others
27,3,1051.4,4,4,4,444,Others
45,3,675.27,3,4,3,343,Others
113,6,972.23,2,5,4,254,Others
17,51,34684.4,4,5,5,455,Big Spenders
25,1,346.12,4,2,2,422,Others
191,1,133.56,1,2,1,121,Others
302,1,302.7,1,2,2,122,Others
2,10,1908.25,5,5,4,554,Loyal
263,2,241.06,1,3,1,131,Others
106,1,284.55,2,2,2,222,Others
57,1,300.85,3,2,2,322,Others
213,3,642.81,1,4,3,143,Others
64,1,287.4,3,2,2,322,Others
28,1,184.26,4,2,1,421,Others
29,7,1522.25,4,5,4,454,Others
6,5,798.35,5,4,3,543,Recent
8,5,3640.67,5,4,5,545,Recent
67,2,381.2,3,3,2,332,Others
2,3,616.79,5,4,3,543,Recent
46,4,654.67,3,4,3,343,Others
34,1,230.51,3,2,1,321,Others
1,2,168472.5,5,3,5,535,Recent
136,1,259.01,2,2,2,222,Others
198,1,188.89000000000001,1,2,1,121,Others
198,2,707.69,1,3,3,133,Others
150,1,311.92,2,2,2,222,Others
88,1,266.97,2,2,2,222,Others
45,2,6.9,3,3,1,331,Others
64,7,1841.18,3,5,4,354,Others
99,5,2158.37,2,4,5,245,Others
218,1,208.36,1,2,1,121,Others
3,18,3482.7400000000002,5,5,5,555,Champions
28,3,814.72,4,4,3,443,Others
178,1,151.42,2,2,1,221,Others
74,3,136.0,2,4,1,241,Others
21,4,1422.4,4,4,4,444,Others
20,3,1314.68,4,4,4,444,Others
34,7,1603.46,3,5,4,354,Others
74,1,74.9,2,2,1,221,Others
24,4,650.43,4,4,3,443,Others
52,4,762.39,3,4,3,343,Others
275,1,223.95000000000002,1,2,1,121,Others
165,3,316.11,2,4,2,242,Others
7,7,1871.5,5,5,4,554,Loyal
88,4,544.3,2,4,3,243,Others
64,7,2494.46,3,5,5,355,Big Spenders
25,3,331.0,4,4,2,442,Others
10,2,300.83,5,3,2,532,Recent
76,1,769.29,2,2,3,223,Others
16,1,220.62,4,2,1,421,Others
192,1,139.35,1,2,1,121,Others
174,2,404.3,2,3,2,232,Others
77,1,363.65,2,2,2,222,Others
33,3,498.8,4,4,3,443,Others
47,1,731.5,3,2,3,323,Others
80,4,1351.63,2,4,4,244,Others
297,1,826.53,1,2,3,123,Others
3,3,684.41,5,4,3,543,Recent
9,3,1599.52,5,4,4,544,Recent
50,6,2965.69,3,5,5,355,Big Spenders
161,2,100.97,2,3,1,231,Others
360,2,365.45,1,3,2,132,Others
5,6,400.86,5,5,2,552,Loyal
107,4,1431.93,2,4,4,244,Others
25,1,484.38,4,2,2,422,Others
32,1,777.6,4,2,3,423,Others
20,2,90.30000000000001,4,3,1,431,Others
297,1,363.7,1,2,2,122,Others
372,1,248.1,1,2,1,121,Others
22,3,950.26,4,4,4,444,Others
5,4,874.59,5,4,3,543,Recent
52,5,1627.13,3,4,4,344,Others
30,1,101.69999999999999,4,2,1,421,Others
277,1,162.7,1,2,1,121,Others
61,2,484.32,3,3,2,332,Others
25,2,215.07999999999998,4,3,1,431,Others
186,3,1046.57,1,4,4,144,Others
2,21,9418.470000000001,5,5,5,555,Champions
2,26,13027.45,5,5,5,555,Champions
172,1,290.36,2,2,2,222,Others
81,1,228.06,2,2,1,221,Others
4,1,244.41,5,2,1,521,Recent
190,1,455.25,1,2,2,122,Others
22,7,1244.59,4,5,4,454,Others
18,3,6748.8,4,4,5,445,Others
19,3,1095.56,4,4,4,444,Others
5,1,593.75,5,2,3,523,Recent
110,1,548.97,2,2,3,223,Others
3,4,1388.81,5,4,4,544,Recent
54,1,119.62,3,2,1,321,Others
165,1,339.3,2,2,2,222,Others
291,2,787.15,1,3,3,133,Others
10,10,4154.64,5,5,5,555,Champions
109,5,2298.97,2,4,5,245,Others
96,3,922.12,2,4,3,243,Others
243,2,379.73,1,3,2,132,Others
163,12,5719.82,2,5,5,255,Big Spenders
42,3,837.1,3,4,3,343,Others
35,2,285.89,3,3,2,332,Others
67,7,3313.79,3,5,5,355,Big Spenders
24,2,281.85,4,3,2,432,Others
1,20,8338.49,5,5,5,555,Champions
27,2,841.41,4,3,3,433,Others
6,2,511.12,5,3,3,533,Recent
54,1,1077.74,3,2,4,324,Others
364,1,173.7,1,2,1,121,Others
15,5,614.66,4,4,3,443,Others
194,2,865.6,1,3,3,133,Others
3,1,124.2,5,2,1,521,Recent
15,10,3738.4,4,5,5,455,Big Spenders
27,3,1421.69,4,4,4,444,Others
127,3,1009.6,2,4,4,244,Others
85,2,663.61,2,3,3,233,Others
71,1,451.44,3,2,2,322,Others
183,1,105.84,1,2,1,121,Others
113,1,313.62,2,2,2,222,Others
374,1,233.45,1,2,1,121,Others
80,2,936.08,2,3,3,233,Others
249,1,463.95,1,2,2,122,Others
232,1,225.15,1,2,1,121,Others
71,3,459.24,3,4,2,342,Others
69,1,213.5,3,2,1,321,Others
4,16,4113.68,5,5,5,555,Champions
51,3,330.03,3,4,2,342,Others
75,1,181.09,2,2,1,221,Others
61,1,360.16,3,2,2,322,Others
16,2,250.15,4,3,1,431,Others
4,1,90.04,5,2,1,521,Recent
286,1,145.04999999999998,1,2,1,121,Others
4,6,813.52,5,5,3,553,Loyal
41,1,244.79999999999998,3,2,1,321,Others
36,1,528.08,3,2,3,323,Others
75,2,482.47,2,3,2,232,Others
18,14,3347.71,4,5,5,455,Big Spenders
15,7,5493.46,4,5,5,455,Big Spenders
219,1,75.66,1,2,1,121,Others
186,1,129.49,1,2,1,121,Others
33,4,1187.66,4,4,4,444,Others
70,1,618.59,3,2,3,323,Others
183,1,506.19,1,2,3,123,Others
15,2,500.42,4,3,3,433,Others
236,1,151.85,1,2,1,121,Others
31,5,2647.59,4,4,5,445,Others
264,1,226.21,1,2,1,121,Others
4,2,178.96,5,3,1,531,Recent
52,4,813.48,3,4,3,343,Others
246,1,129.45,1,2,1,121,Others
81,2,810.5699999999999,2,3,3,233,Others
275,1,333.08,1,2,2,122,Others
1,17,4413.1,5,5,5,555,Champions
79,1,322.8,2,2,2,222,Others
30,5,2188.05,4,4,5,445,Others
74,2,417.73,2,3,2,232,Others
17,6,2883.1,4,5,5,455,Big Spenders
223,2,217.9,1,3,1,131,Others
32,4,1154.47,4,4,4,444,Others
23,10,1680.72,4,5,4,454,Others
31,3,1257.51,4,4,4,444,Others
106,1,231.10000000000002,2,2,1,221,Others
5,2,688.33,5,3,3,533,Recent
246,1,487.51,1,2,2,122,Others
178,2,833.78,2,3,3,233,Others
170,2,214.06,2,3,1,231,Others
43,1,290.65999999999997,3,2,2,322,Others
72,1,518.42,3,2,3,323,Others
59,7,6773.97,3,5,5,355,Big Spenders
16,2,1212.66,4,3,4,434,Others
141,4,601.27,2,4,3,243,Others
18,6,3794.52,4,5,5,455,Big Spenders
22,15,8625.8,4,5,5,455,Big Spenders
10,4,933.62,5,4,3,543,Recent
368,1,123.24,1,2,1,121,Others
189,1,39.12,1,2,1,121,Others
16,4,1267.6499999999999,4,4,4,444,Others
362,1,135.39999999999998,1,2,1,121,Others
19,1,118.98,4,2,1,421,Others
68,2,570.13,3,3,3,333,Others
15,6,306.71999999999997,4,5,2,452,Others
24,3,1374.8700000000001,4,4,4,444,Others
17,11,4095.9,4,5,5,455,Big Spenders
28,3,1692.27,4,4,4,444,Others
2,20,8134.9400000000005,5,5,5,555,Champions
55,2,319.61,3,3,2,332,Others
34,4,1592.1200000000001,3,4,4,344,Others
3,12,3109.99,5,5,5,555,Champions
366,1,129.75,1,2,1,121,Others
43,1,183.7,3,2,1,321,Others
73,6,1770.34,2,5,4,254,Others
5,5,1028.0,5,4,4,544,Recent
4,28,66653.56,5,5,5,555,Champions
61,2,324.24,3,3,2,332,Others
47,7,3062.83,3,5,5,355,Big Spenders
1,4,1260.86,5,4,4,544,Recent
76,2,422.59999999999997,2,3,2,232,Others
72,2,225.57999999999998,3,3,1,331,Others
256,2,1276.0,1,3,4,134,Others
69,2,482.01,3,3,2,332,Others
135,4,657.9000000000001,2,4,3,243,Others
241,1,112.75,1,2,1,121,Others
227,2,1998.0,1,3,4,134,Others
9,13,5076.55,5,5,5,555,Champions
9,13,5398.3,5,5,5,555,Champions
1,20,14034.99,5,5,5,555,Champions
37,3,531.35,3,4,3,343,Others
46,1,656.63,3,2,3,323,Others
85,5,3029.87,2,4,5,245,Others
19,10,2483.04,4,5,5,455,Big Spenders
3,5,1651.03,5,4,4,544,Recent
9,11,3645.43,5,5,5,555,Champions
19,15,6923.13,4,5,5,455,Big Spenders
219,3,1161.53,1,4,4,144,Others
78,1,301.71999999999997,2,2,2,222,Others
267,2,901.2,1,3,3,133,Others
24,6,3858.38,4,5,5,455,Big Spenders
369,1,623.75,1,2,3,123,Others
15,7,1790.42,4,5,4,454,Others
26,1,155.24,4,2,1,421,Others
262,1,292.47,1,2,2,122,Others
17,13,4730.81,4,5,5,455,Big Spenders
91,2,589.15,2,3,3,233,Others
302,7,781.02,1,5,3,153,Others
26,5,1382.02,4,4,4,444,Others
364,1,272.82,1,2,2,122,Others
46,4,1054.67,3,4,4,344,Others
38,21,7239.92,3,5,5,355,Big Spenders
52,3,743.11,3,4,3,343,Others
32,1,603.75,4,2,3,423,Others
52,3,650.51,3,4,3,343,Others
79,5,2300.56,2,4,5,245,Others
53,1,417.59999999999997,3,2,2,322,Others
298,1,3.75,1,2,1,121,Others
177,1,323.0,2,2,2,222,Others
47,1,464.9,3,2,2,322,Others
29,7,2238.09,4,5,5,455,Big Spenders
11,7,1304.76,5,5,4,554,Loyal
87,17,7194.3,2,5,5,255,Big Spenders
5,18,6697.66,5,5,5,555,Champions
38,2,836.06,3,3,3,333,Others
18,5,1515.9,4,4,4,444,Others
45,5,623.93,3,4,3,343,Others
31,1,1764.72,4,2,4,424,Others
373,1,207.5,1,2,1,121,Others
58,1,223.92000000000002,3,2,1,321,Others
372,1,2002.4,1,2,4,124,Others
114,3,1496.83,2,4,4,244,Others
215,1,239.4,1,2,1,121,Others
319,1,106.83000000000001,1,2,1,121,Others
65,1,369.34000000000003,3,2,2,322,Others
8,3,789.79,5,4,3,543,Recent
97,1,316.62,2,2,2,222,Others
20,3,1501.38,4,4,4,444,Others
199,1,611.85,1,2,3,123,Others
4,13,2799.25,5,5,5,555,Champions
294,1,34.0,1,2,1,121,Others
273,2,1145.6,1,3,4,134,Others
31,11,5580.6,4,5,5,455,Big Spenders
48,3,478.09000000000003,3,4,2,342,Others
260,1,380.39,1,2,2,122,Others
58,5,770.1,3,4,3,343,Others
33,5,2246.81,4,4,5,445,Others
57,1,171.59,3,2,1,321,Others
68,4,661.52,3,4,3,343,Others
10,11,1695.66,5,5,4,554,Loyal
60,1,388.28,3,2,2,322,Others
80,2,226.35,2,3,1,231,Others
74,2,245.94,2,3,1,231,Others
2,22,10629.720000000001,5,5,5,555,Champions
100,2,425.19,2,3,2,232,Others
372,1,311.25,1,2,2,122,Others
10,13,2279.9,5,5,5,555,Champions
20,1,107.6,4,2,1,421,Others
123,2,597.48,2,3,3,233,Others
8,1,80.8,5,2,1,521,Recent
4,6,1545.6200000000001,5,5,4,554,Loyal
29,7,1721.78,4,5,4,454,Others
282,2,110.38000000000001,1,3,1,131,Others
57,1,243.84,3,2,1,321,Others
1,10,1222.71,5,5,4,554,Loyal
365,1,414.88,1,2,2,122,Others
89,1,305.62,2,2,2,222,Others
11,1,1201.49,5,2,4,524,Recent
163,4,1619.73,2,4,4,244,Others
65,1,332.3,3,2,2,322,Others
23,3,536.99,4,4,3,443,Others
174,2,460.59,2,3,2,232,Others
103,4,801.49,2,4,3,243,Others
143,3,1121.59,2,4,4,244,Others
99,2,288.42,2,3,2,232,Others
23,5,914.69,4,4,3,443,Others
192,1,309.54,1,2,2,122,Others
5,2,547.07,5,3,3,533,Recent
361,1,479.35,1,2,2,122,Others
8,10,1692.98,5,5,4,554,Loyal
14,21,6509.1,4,5,5,455,Big Spenders
103,4,417.06,2,4,2,242,Others
3,9,1604.75,5,5,4,554,Loyal
11,11,3349.57,5,5,5,555,Champions
96,1,497.61,2,2,3,223,Others
227,1,358.38,1,2,2,122,Others
16,2,460.64,4,3,2,432,Others
39,2,775.1800000000001,3,3,3,333,Others
51,1,341.7,3,2,2,322,Others
93,2,128.5,2,3,1,231,Others
157,1,197.22,2,2,1,221,Others
39,1,325.91,3,2,2,322,Others
184,3,199.15,1,4,1,141,Others
1,4,1106.53,5,4,4,544,Recent
228,1,413.46,1,2,2,122,Others
128,2,180.85,2,3,1,231,Others
40,2,251.87,3,3,2,332,Others
31,11,3170.98,4,5,5,455,Big Spenders
197,2,588.85,1,3,3,133,Others
9,34,16594.35,5,5,5,555,Champions
37,6,1869.82,3,5,4,354,Others
101,3,1264.19,2,4,4,244,Others
43,16,10196.57,3,5,5,355,Big Spenders
50,1,214.32,3,2,1,321,Others
43,1,193.44,3,2,1,321,Others
53,1,281.42,3,2,2,322,Others
187,1,124.57,1,2,1,121,Others
334,1,332.41,1,2,2,122,Others
4,3,342.45,5,4,2,542,Recent
10,2,144.91000000000003,5,3,1,531,Recent
24,2,328.4,4,3,2,432,Others
15,1,35.400000000000006,4,2,1,421,Others
369,1,375.69000000000005,1,2,2,122,Others
145,2,747.81,2,3,3,233,Others
60,2,173.76,3,3,1,331,Others
31,2,502.8,4,3,3,433,Others
141,3,207.73999999999998,2,4,1,241,Others
23,4,825.42,4,4,3,443,Others
22,6,2812.34,4,5,5,455,Big Spenders
77,3,680.02,2,4,3,243,Others
5,6,7123.62,5,5,5,555,Champions
67,5,2095.53,3,4,5,345,Others
12,6,853.72,5,5,3,553,Loyal
84,1,13.3,2,2,1,221,Others
31,7,1519.08,4,5,4,454,Others
67,1,432.0,3,2,2,322,Others
67,3,705.12,3,4,3,343,Others
187,2,276.73,1,3,2,132,Others
38,2,429.84000000000003,3,3,2,332,Others
15,3,471.51,4,4,2,442,Others
35,1,194.88,3,2,1,321,Others
195,3,1578.67,1,4,4,144,Others
2,5,809.7,5,4,3,543,Recent
1,5,525.54,5,4,3,543,Recent
367,1,145.93,1,2,1,121,Others
65,1,219.14,3,2,1,321,Others
299,2,289.78,1,3,2,132,Others
26,3,508.81,4,4,3,443,Others
8,6,1281.56,5,5,4,554,Loyal
17,3,887.11,4,4,3,443,Others
116,1,1706.88,2,2,4,224,Others
29,1,373.24,4,2,2,422,Others
4,16,3754.27,5,5,5,555,Champions
5,7,3102.43,5,5,5,555,Champions
82,4,579.77,2,4,3,243,Others
29,5,981.65,4,4,4,444,Others
72,1,379.14,3,2,2,322,Others
4,8,1510.06,5,5,4,554,Loyal
29,11,2575.38,4,5,5,455,Big Spenders
290,1,113.44,1,2,1,121,Others
36,1,208.46,3,2,1,321,Others
9,6,621.6800000000001,5,5,3,553,Loyal
24,2,576.26,4,3,3,433,Others
277,1,391.52,1,2,2,122,Others
50,6,1068.82,3,5,4,354,Others
156,11,2596.45,2,5,5,255,Big Spenders
61,1,169.79,3,2,1,321,Others
12,19,7247.61,5,5,5,555,Champions
21,3,846.75,4,4,3,443,Others
371,1,230.25,1,2,1,121,Others
116,3,543.05,2,4,3,243,Others
80,17,2847.6,2,5,5,255,Big Spenders
4,7,1295.39,5,5,4,554,Loyal
26,3,380.55,4,4,2,442,Others
5,21,4604.22,5,5,5,555,Champions
53,1,161.94,3,2,1,321,Others
1,2,563.23,5,3,3,533,Recent
55,2,950.9300000000001,3,3,4,334,Others
26,1,262.68,4,2,2,422,Others
9,4,2736.38,5,4,5,545,Recent
52,3,3049.88,3,4,5,345,Others
13,9,1920.59,5,5,4,554,Loyal
212,3,816.73,1,4,3,143,Others
22,19,4345.5,4,5,5,455,Big Spenders
236,1,406.48,1,2,2,122,Others
139,3,435.02,2,4,2,242,Others
4,6,1286.27,5,5,4,554,Loyal
57,3,1178.56,3,4,4,344,Others
135,3,1277.75,2,4,4,244,Others
109,2,167.61,2,3,1,231,Others
30,1,20.8,4,2,1,421,Others
1,9,2085.08,5,5,5,555,Champions
185,4,518.67,1,4,3,143,Others
18,1,308.74,4,2,2,422,Others
239,2,416.64,1,3,2,132,Others
87,1,117.35000000000001,2,2,1,221,Others
39,3,507.05,3,4,3,343,Others
116,1,234.17,2,2,1,221,Others
187,1,110.55000000000001,1,2,1,121,Others
227,1,201.19,1,2,1,121,Others
8,7,2154.97,5,5,5,555,Champions
189,1,319.02,1,2,2,122,Others
4,2,439.43,5,3,2,532,Recent
39,3,650.41,3,4,3,343,Others
38,1,357.21,3,2,2,322,Others
267,1,251.51999999999998,1,2,2,122,Others
78,1,344.33,2,2,2,222,Others
4,6,1852.0,5,5,4,554,Loyal
255,2,1078.96,1,3,4,134,Others
61,1,384.06,3,2,2,322,Others
13,7,1931.25,5,5,4,554,Loyal
88,2,4481.35,2,3,5,235,Others
17,10,5464.12,4,5,5,455,Big Spenders
30,2,1873.2,4,3,4,434,Others
3,7,1625.05,5,5,4,554,Loyal
5,1,126.12,5,2,1,521,Recent
7,6,1133.25,5,5,4,554,Loyal
219,1,179.0,1,2,1,121,Others
11,5,1614.31,5,4,4,544,Recent
30,6,1456.96,4,5,4,454,Others
288,3,702.0,1,4,3,143,Others
150,4,295.0,2,4,2,242,Others
23,2,484.82,4,3,2,432,Others
1,11,3989.57,5,5,5,555,Champions
86,3,1493.73,2,4,4,244,Others
46,2,1412.94,3,3,4,334,Others
5,4,781.78,5,4,3,543,Recent
51,6,889.9300000000001,3,5,3,353,Others
18,1,195.36,4,2,1,421,Others
30,1,270.9,4,2,2,422,Others
8,3,586.33,5,4,3,543,Recent
29,3,1842.56,4,4,4,444,Others
3,20,8694.26,5,5,5,555,Champions
41,2,920.1,3,3,3,333,Others
